"Joey Votto_CIN","Adam Duvall_CIN","Aaron Judge_NYY","Charlie Blackmon_COL","Mookie Betts_BOS","Robinson Cano_SEA","Nolan Arenado_COL","Elvis Andrus_TEX","Justin Smoak_TOR","Mark Reynolds_COL","Dexter Fowler_STL","Gary Sanchez_NYY","Nelson Cruz_SEA","Andrew McCutchen_PIT","Scooter Gennett_CIN","Miguel Sano_MIN","Tommy Pham_STL","Stephen Piscotty_STL","Jedd Gyorko_STL","Jose Bautista_TOR","Brett Gardner_NYY","Didi Gregorius_NYY","Khris Davis_OAK","Ryon Healy_OAK","Xander Bogaerts_BOS","Mike Moustakas_KC","Jean Segura_SEA","Billy Hamilton_CIN","Cameron Maybin_LAA","Mike Trout_LAA","Andrelton Simmons_LAA","Josh Donaldson_TOR","Jose Abreu_CWS","Carlos Gonzalez_COL","Ian Desmond_COL","Jed Lowrie_OAK","Jackie Bradley_BOS","Andrew Benintendi_BOS","Starling Marte_PIT","Randal Grichuk_STL","Justin Bour_MIA","Aledmys Diaz_STL","Todd Frazier_CWS","Lorenzo Cain_KC","Danny Valencia_SEA","Eric Hosmer_KC","Kyle Seager_SEA","Aaron Altherr_PHI","Zack Cozart_CIN","David Dahl_COL","Giancarlo Stanton_MIA","Matt Carpenter_STL","Paul DeJong_STL","Hanley Ramirez_BOS","Dustin Pedroia_BOS","Rougned Odor_TEX","Ben Gamel_SEA","Max Kepler_MIN","Jarrod Dyson_SEA","Josh Bell_PIT","Eugenio Suarez_CIN","Joe Mauer_MIN","Melky Cabrera_CWS","Carlos Gomez_TEX","Mitch Moreland_BOS","Salvador Perez_KC","Mitch Haniger_SEA","Scott Schebler_CIN","Eddie Rosario_MIN","Yadier Molina_STL","Yonder Alonso_OAK","Yoan Moncada_CWS","Joey Gallo_TEX","Josh Harrison_PIT","Tommy Joseph_PHI","Adam Frazier_PIT","DJ LeMahieu_COL","Jose Peraza_CIN","Brian Dozier_MIN","Marcell Ozuna_MIA","Christian Yelich_MIA","Starlin Castro_NYY","Matt Joyce_OAK","Yolmer Sanchez_CWS","Adrian Beltre_TEX","CJ Cron_LAA","Dee Gordon_MIA","Jacoby Ellsbury_NYY","Tyler Saladino_CWS","Marcus Semien_OAK","Mike Napoli_TEX","Robinson Chirinos_TEX","Whit Merrifield_KC","Jorge Bonifacio_KC","Jorge Soler_KC","Cesar Hernandez_PHI","Stephen Cardullo_COL","Trevor Story_COL","Chad Huffman_STL","JT Realmuto_MIA","Chase Headley_NYY","Devon Travis_TOR","Kevin Pillar_TOR","Alen Hanson_CWS","Franklin Barreto_OAK","Matt Chapman_OAK","Shin-Soo Choo_TEX","Sandy Leon_BOS","Delino DeShields_TEX","Nomar Mazara_TEX","Mike Zunino_SEA","Guillermo Heredia_SEA","Gerardo Parra_COL","Devin Mesoraco_CIN","Dustin Garneau_COL","Arismendy Alcantara_CIN","Patrick Kivlehan_CIN","Pat Valaika_COL","Jefry Marte_LAA","Martin Prado_MIA","Kolten Wong_STL","Matt Holliday_NYY","Steve Pearce_TOR","Jaycob Brugman_OAK","Chris Young_BOS","Alcides Escobar_KC","Paulo Orlando_KC","Billy Burns_KC","Leonys Martin_SEA","Howie Kendrick_PHI","Jordy Mercer_PIT","Andrew Knapp_PHI","Raimel Tapia_COL","Tom Murphy_COL","Eric Young_LAA","Yunel Escobar_LAA","Jason Castro_MIN","Robbie Grossman_MIN","Eduardo Escobar_MIN","Daniel Palka_MIN","Tyler Moore_MIA","Pablo Sandoval_BOS","Alex Gordon_KC","Taylor Motter_SEA","John Jaso_PIT","Maikel Franco_PHI","Jesse Winker_CIN","Jordan Patterson_COL","Albert Pujols_LAA","Nick Franklin_LAA","Kole Calhoun_LAA","Jose Martinez_STL","Troy Tulowitzki_TOR","Aaron Hicks_NYY","Avisail Garcia_CWS","Mark Canha_OAK","Adam Engel_CWS","Deven Marrero_BOS","Freddy Galvis_PHI","Jose Osuna_PIT","Ben Revere_LAA","Harrison Bader_STL","Chris Carter_NYY","Ronald Torreyes_NYY","Rajai Davis_OAK","Adam Rosales_OAK","Charlie Tilson_CWS","Joey Wendle_OAK","Jonathan Lucroy_TEX","Daniel Nava_PHI","Gregory Polanco_PIT","Nick Williams_PHI","Kendrys Morales_TOR","Mason Williams_NYY","Greg Bird_NYY","Tim Anderson_CWS","Jhonny Peralta_BOS","Brock Holt_BOS","Ryan O'Hearn_KC","Tony Wolters_COL","Kennys Vargas_MIN","Jorge Polanco_MIN","Derek Dietrich_MIA","Russell Martin_TOR","Ezequiel Carrera_TOR","Richard Urena_TOR","Jake Smolinski_OAK","Matt Davidson_CWS","Ryan LaMarre_OAK","Renato Nunez_OAK","Christian Vazquez_BOS","Brandon Moss_KC","Cheslor Cuthbert_KC","Terrance Gore_KC","Cameron Perkins_PHI","Alexi Amarista_COL","Tucker Barnhart_CIN","Phillip Ervin_CIN","Chris Gimenez_MIN","Danny Espinosa_LAA","Destin Hood_MIA","Dalton Pompey_TOR","Harold Ramirez_TOR","Rowdy Tellez_TOR","Leury Garcia_CWS","Jacob May_CWS","Kevan Smith_CWS","Bruce Maxwell_OAK","Jurickson Profar_TEX","Shawn O'Malley_SEA","Francisco Cervelli_PIT","David Freese_PIT","Danny Ortiz_PIT","Elias Diaz_PIT","Cameron Rupp_PHI","Kevin Newman_PIT","Cristhian Adames_COL","Ichiro Suzuki_MIA","Tomas Telis_MIA","Magneuris Sierra_STL","Ryan Goins_TOR","Tyler Austin_NYY","Rob Refsnyder_NYY","Cody Asche_CWS","Tzu-Wei Lin_BOS","Boog Powell_SEA","Scott Kingery_PHI","Ryan Hanigan_COL","Martin Maldonado_LAA","Cliff Pennington_LAA","David Fletcher_LAA","Christian Colon_MIA","Steve Lombardozzi_MIA","Greg Garcia_STL","JT Riddle_MIA","Carson Kelly_STL","Jarrod Saltalamacchia_TOR","Darwin Barney_TOR","Austin Romine_NYY","Clint Frazier_NYY","Dustin Fowler_NYY","Geovany Soto_CWS","Willy Garcia_CWS","Matt Olson_OAK","Pete Kozma_TEX","Steve Selsky_BOS","Marco Hernandez_BOS","Brett Nicholas_TEX","Jared Hoying_TEX","Carlos Ruiz_SEA","Tuffy Gosewisch_SEA","Raul Mondesi_KC","Odubel Herrera_PHI","Nick Senzel_CIN","Luis Valbuena_LAA","Nolan Fontana_LAA","Eric Fryer_STL","Darrell Ceciliani_TOR","Ryan Rua_TEX","Sam Travis_BOS","Andy Ibanez_TEX","DJ Peterson_SEA","Tyler Smith_SEA","Phil Gosselin_PIT","Brock Stassi_PHI","Chris Bostick_PIT","Mike Tauchman_COL","Shane Robinson_LAA","AJ Ellis_MIA","Mike Aviles_MIA","Luke Voit_STL","Chris Coghlan_TOR","Luke Maile_TOR","Jorge Mateo_NYY","Anthony Alford_TOR","Miguel Andujar_NYY","Tyler Wade_NYY","Gleyber Torres_NYY","Josh Rutledge_BOS","Drew Butera_KC","Daniel Vogelbach_SEA","Kyle Lewis_SEA","Andres Blanco_PHI","Jacob Stallings_PIT","Roman Quinn_PHI","Rhys Hoskins_PHI","Stuart Turner_CIN","Juan Graterol_LAA","Ehire Adrianza_MIN","Carlos Perez_LAA","Kaleb Cowart_LAA","Byron Buxton_MIN","Alex Mejia_STL","Dwight Smith_TOR","Josh Phegley_OAK","Chad Pinder_OAK","Hanser Alberto_TEX","Gift Ngoepe_PIT","Miguel Rojas_MIA","Jaff Decker_OAK","Omar Narvaez_CWS","Drew Stubbs_TEX","Ronald Guzman_TEX","Ramon Torres_KC","Hunter Dozier_KC","Ty Kelly_PHI","Jorge Alfaro_PHI","Grant Green_CWS","Zack Collins_CWS","Max Moroff_PIT","John Bormann_PIT","Kyle Higashioka_NYY","Mike Ohlman_TOR","Ian Parmley_TOR","Drew Robinson_TEX","Chris Stewart_PIT"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.8888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.94444444444444,0,0.777777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0555555555556,0.267857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.11111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.3888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3589743589744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16393921683226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4962997224792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.835,0,0.373152709359606,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27956989247312,0,0,0,0,0,0,0,0,0,0,0,0,13.550881953867,0,0,0,0,0,0,0,0,0,0,9.6437908496732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.59174964438122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.8530076888286,0,0,0,0,0,0,0,0,0,0,0,6.06944444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.66025641025641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.5,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.3471264367816,6.43406593406593,8.7873399715505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.86666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06410256410256,-0.821428571428571,0,0,0,0,0,0,0,0,0,0,0,0,10.8597701149425,0,2.36666666666667,0,0,0,0,0,0,0,0,0,13.5452380952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61315789473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.586206896551724,2.46323529411765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.6166429587482,-13.4166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.16071428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.4166666666667,-19.8333333333333,-15.1666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.9166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.4166666666667,12.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-4.52777777777778,0,0,0,0,0,2.41071428571429,-2.04545454545455,6.15277777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.4,0,-4.98611111111111,0,0,0,0,0,0,0,0,0,-12.4545454545455,5.58333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5892857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.30769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.443076923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2215384615385,0,0,0,0,0,0,0,12.4,0,0,0,0,0,0,0,0,24.6753246753247,0,0,0,0,0,0,0,0,0,0,0,-11.3333333333333,0,0,0,0,0,-6.41176470588235,22.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.7947368421053,0,12.3918128654971,14.2578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.33333333333333,0,0,0,5.75,0,0,0,0,0,0,0,0,0,52.4984615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,8.26190476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.9761904761905,0,0,0,0,0,0,0,0,0,0,0,74.6428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18.6666666666667,-3.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.0952380952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.5714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-3.5,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6666666666667,0,-3.5,0,0,0,0,0,0,0,0,0,17.3333333333333,0,-2,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,11.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18.0714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.8809523809524,0,0,0,0,0,0,0,0,0,0,0,0,0,15.625,0,0,0,0,0,0,0,0,0,0,0,0,3.48888888888889,0,0,0,0,0,0,0,0,0,0,-6.86666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.06944444444444,0,0,0,0,0,0,0,0,0,0,0,37.9555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
