"Position","Name","Salary","GameInfo","AvgPointsPerGame","Team","Opponent","Projection","Projection_dfn","Actual_fpts","RankTargets","RollingTargetPctg","FreqInd","TierRank","ValueWR"
"TE","Gary Barnidge",2500,"PIT@CLE 01:00PM ET",8.138,"CLE","PIT",0,8.138,0,0,0,0,0,0
"TE","JP Holtz",2500,"PIT@CLE 01:00PM ET",0,"CLE","PIT",0,0,0,0,0,0,0,0
"TE","Seth DeValve",2500,"PIT@CLE 01:00PM ET",2.892,"CLE","PIT",3.46,2.892,0,0,0,0,0,0
"TE","Taylor McNamara",2500,"PIT@CLE 01:00PM ET",0,"CLE","PIT",0,0,0,0,0,0,0,0
"TE","Nate Iese",2500,"PIT@CLE 01:00PM ET",0,"CLE","PIT",0,0,0,0,0,0,0,0
"TE","Jake McGee",2500,"PIT@CLE 01:00PM ET",0,"PIT","CLE",0,0,0,0,0,0,0,0
"TE","Ladarius Green",2500,"PIT@CLE 01:00PM ET",9.567,"PIT","CLE",0,9.567,0,0,0,0,0,0
"TE","Xavier Grimble",2500,"PIT@CLE 01:00PM ET",2.175,"PIT","CLE",0,2.175,0,0,0,0,0,0
"TE","Phazahn Odom",2500,"PIT@CLE 01:00PM ET",0,"PIT","CLE",0,0,0,0,0,0,0,0
"TE","David Johnson",2500,"PIT@CLE 01:00PM ET",0.953,"PIT","CLE",0,0.953,0,0,0,0,0,0
"TE","Robert Tonyan",2500,"ARI@DET 01:00PM ET",0,"DET","ARI",0,0,0,0,0,0,0,0
"TE","Darren Fells",2500,"ARI@DET 01:00PM ET",2.529,"DET","ARI",1.2,2.529,0,0,0,0,0,0
"TE","Cole Wick",2500,"ARI@DET 01:00PM ET",0.633,"DET","ARI",0,0.633,0,0,0,0,0,0
"TE","Khari Lee",2500,"ARI@DET 01:00PM ET",0,"DET","ARI",0,0,0,0,0,0,0,0
"TE","Michael Roberts",2500,"ARI@DET 01:00PM ET",0,"DET","ARI",0,0,0,0,0,0,0,0
"TE","Brandon Barnes",2500,"ARI@DET 01:00PM ET",0,"DET","ARI",0,0,0,0,0,0,0,0
"TE","Hakeem Valles",2500,"ARI@DET 01:00PM ET",0,"ARI","DET",0,0,0,0,0,0,0,0
"TE","Ricky Seals-Jones",2500,"ARI@DET 01:00PM ET",0,"ARI","DET",0,0,0,0,0,0,0,0
"TE","Troy Niklas",2500,"ARI@DET 01:00PM ET",0.333,"ARI","DET",1.07,0.333,0,0,0,0,0,0
"TE","Gerald Christian",2500,"ARI@DET 01:00PM ET",0.8,"ARI","DET",0,0.8,0,0,0,0,0,0
"TE","Ifeanyi Momah",2500,"ARI@DET 01:00PM ET",1.4,"ARI","DET",0,1.4,0,0,0,0,0,0
"TE","Evan Baylis",2500,"JAX@HOU 01:00PM ET",0,"HOU","JAX",0,0,0,0,0,0,0,0
"TE","RaShaun Allen",2500,"JAX@HOU 01:00PM ET",0,"HOU","JAX",0,0,0,0,0,0,0,0
"TE","Stephen Anderson",2500,"JAX@HOU 01:00PM ET",1.753,"HOU","JAX",0,1.753,0,0,0,0,0,0
"TE","Marcedes Lewis",2500,"JAX@HOU 01:00PM ET",4.29,"JAX","HOU",6.05,4.29,0,0,0,0,0,0
"TE","Ben Koyack",2500,"JAX@HOU 01:00PM ET",2.936,"JAX","HOU",0,2.936,0,0,0,0,0,0
"TE","Alex Ellis",2500,"JAX@HOU 01:00PM ET",0.683,"JAX","HOU",0,0.683,0,0,0,0,0,0
"TE","Neal Sterling",2500,"JAX@HOU 01:00PM ET",2.3,"JAX","HOU",0,2.3,0,0,0,0,0,0
"TE","Caleb Bluiett",2500,"JAX@HOU 01:00PM ET",0,"JAX","HOU",0,0,0,0,0,0,0,0
"TE","Mychal Rivera",2500,"JAX@HOU 01:00PM ET",3.593,"JAX","HOU",0,3.593,0,0,0,0,0,0
"TE","MarQueis Gray",2500,"TB@MIA 01:00PM ET",1.847,"MIA","TB",0,1.847,0,0,0,0,0,0
"TE","Chris Pantale",2500,"TB@MIA 01:00PM ET",0,"MIA","TB",0,0,0,0,0,0,0,0
"TE","Anthony Fasano",2500,"TB@MIA 01:00PM ET",1.769,"MIA","TB",2.26,1.769,0,0,0,0,0,0
"TE","Thomas Duarte",2500,"TB@MIA 01:00PM ET",0,"MIA","TB",0,0,0,0,0,0,0,0
"TE","Antony Auclair",2500,"TB@MIA 01:00PM ET",0,"TB","MIA",0,0,0,0,0,0,0,0
"TE","Luke Stocker",2500,"TB@MIA 01:00PM ET",0.562,"TB","MIA",0,0.562,0,0,0,0,0,0
"TE","Alan Cross",2500,"TB@MIA 01:00PM ET",1.129,"TB","MIA",0,1.129,0,0,0,0,0,0
"TE","Tevin Westbrook",2500,"TB@MIA 01:00PM ET",0,"TB","MIA",0,0,0,0,0,0,0,0
"TE","Jonnu Smith",2500,"OAK@TEN 01:00PM ET",0,"TEN","OAK",0,0,0,0,0,0,0,0
"TE","Tim Semisch",2500,"OAK@TEN 01:00PM ET",0,"TEN","OAK",0,0,0,0,0,0,0,0
"TE","Jace Amaro",2500,"OAK@TEN 01:00PM ET",2.225,"TEN","OAK",2.45,2.225,0,0,0,0,0,0
"TE","Jerome Cunningham",2500,"OAK@TEN 01:00PM ET",0,"TEN","OAK",0,0,0,0,0,0,0,0
"TE","Phillip Supernaw",2500,"OAK@TEN 01:00PM ET",0.68,"TEN","OAK",0,0.68,0,0,0,0,0,0
"TE","Beau Brinkley",2500,"OAK@TEN 01:00PM ET",0,"TEN","OAK",0,0,0,0,0,0,0,0
"TE","Lee Smith",2500,"OAK@TEN 01:00PM ET",2.225,"OAK","TEN",0,2.225,0,0,0,0,0,0
"TE","Cooper Helfet",2500,"OAK@TEN 01:00PM ET",0,"OAK","TEN",0,0,0,0,0,0,0,0
"TE","Gabe Holmes",2500,"OAK@TEN 01:00PM ET",0,"OAK","TEN",0,0,0,0,0,0,0,0
"TE","Clive Walford",2500,"OAK@TEN 01:00PM ET",5.656,"OAK","TEN",2.24,5.656,0,0,0,0,0,0
"TE","Ryan O'Malley",2500,"OAK@TEN 01:00PM ET",0,"OAK","TEN",0,0,0,0,0,0,0,0
"TE","Pharaoh Brown",2500,"OAK@TEN 01:00PM ET",0,"OAK","TEN",0,0,0,0,0,0,0,0
"TE","Brent Celek",2500,"PHI@WAS 01:00PM ET",1.844,"PHI","WAS",2.1,1.844,0,0,0,0,0,0
"TE","Trey Burton",2500,"PHI@WAS 01:00PM ET",5.047,"PHI","WAS",0,5.047,0,0,0,0,0,0
"TE","Anthony Denham",2500,"PHI@WAS 01:00PM ET",0,"PHI","WAS",0,0,0,0,0,0,0,0
"TE","Adam Zaruba",2500,"PHI@WAS 01:00PM ET",0,"PHI","WAS",0,0,0,0,0,0,0,0
"TE","Billy Brown",2500,"PHI@WAS 01:00PM ET",0,"PHI","WAS",0,0,0,0,0,0,0,0
"TE","EJ Bibbs",2500,"PHI@WAS 01:00PM ET",0,"WAS","PHI",0,0,0,0,0,0,0,0
"TE","Derek Carrier",2500,"PHI@WAS 01:00PM ET",0.375,"WAS","PHI",0,0.375,0,0,0,0,0,0
"TE","Jeremy Sprinkle",2500,"PHI@WAS 01:00PM ET",0,"WAS","PHI",0,0,0,0,0,0,0,0
"TE","Manasseh Garner",2500,"PHI@WAS 01:00PM ET",0,"WAS","PHI",0,0,0,0,0,0,0,0
"TE","Niles Paul",2500,"PHI@WAS 01:00PM ET",0.588,"WAS","PHI",0,0.588,0,0,0,0,0,0
"TE","Brandon Williams",2500,"IND@LAR 04:05PM ET",0.311,"IND","LAR",0,0.311,0,0,0,0,0,0
"TE","Steven Wroblewski",2500,"IND@LAR 04:05PM ET",0,"IND","LAR",0,0,0,0,0,0,0,0
"TE","Darrell Daniels",2500,"IND@LAR 04:05PM ET",0,"IND","LAR",0,0,0,0,0,0,0,0
"TE","Henry Krieger-Coble",2500,"IND@LAR 04:05PM ET",1.15,"IND","LAR",0,1.15,0,0,0,0,0,0
"TE","Johnny Mundt",2500,"IND@LAR 04:05PM ET",0,"LAR","IND",0,0,0,0,0,0,0,0
"TE","Gerald Everett",2500,"IND@LAR 04:05PM ET",0,"LAR","IND",5.2,0,0,0,0,0,0,0
"TE","Temarrick Hemingway",2500,"IND@LAR 04:05PM ET",0,"LAR","IND",0,0,0,0,0,0,0,0
"TE","Cory Harkey",2500,"IND@LAR 04:05PM ET",0,"LAR","IND",0,0,0,0,0,0,0,0
"TE","Travis Wilson",2500,"IND@LAR 04:05PM ET",0,"LAR","IND",0,0,0,0,0,0,0,0
"TE","Emanuel Byrd",2500,"SEA@GB 04:25PM ET",0,"GB","SEA",0,0,0,0,0,0,0,0
"TE","Lance Kendricks",2500,"SEA@GB 04:25PM ET",6.931,"GB","SEA",3.01,6.931,0,0,0,0,0,0
"TE","Beau Sandland",2500,"SEA@GB 04:25PM ET",0,"GB","SEA",0,0,0,0,0,0,0,0
"TE","Aaron Peck",2500,"SEA@GB 04:25PM ET",0,"GB","SEA",0,0,0,0,0,0,0,0
"TE","Luke Willson",2500,"SEA@GB 04:25PM ET",3.177,"SEA","GB",1.56,3.177,0,0,0,0,0,0
"TE","Tyler Ott",2500,"SEA@GB 04:25PM ET",0,"SEA","GB",0,0,0,0,0,0,0,0
"TE","Marcus Lucas",2500,"SEA@GB 04:25PM ET",0,"SEA","GB",0,0,0,0,0,0,0,0
"TE","Stevie Donatell",2500,"SEA@GB 04:25PM ET",0,"SEA","GB",0,0,0,0,0,0,0,0
"TE","Nick Vannett",2500,"SEA@GB 04:25PM ET",0.689,"SEA","GB",0,0.689,0,0,0,0,0,0
"TE","Tyrone Swoopes",2500,"SEA@GB 04:25PM ET",0,"SEA","GB",0,0,0,0,0,0,0,0
"TE","George Kittle",2500,"CAR@SF 04:25PM ET",0,"SF","CAR",0,0,0,0,0,0,0,0
"TE","Cole Hikutini",2500,"CAR@SF 04:25PM ET",0,"SF","CAR",0,0,0,0,0,0,0,0
"TE","Kyle Nelson",2500,"CAR@SF 04:25PM ET",0,"SF","CAR",0,0,0,0,0,0,0,0
"TE","Logan Paulsen",2500,"CAR@SF 04:25PM ET",0.281,"SF","CAR",0,0.281,0,0,0,0,0,0
"TE","Blake Bell",2500,"CAR@SF 04:25PM ET",0.962,"SF","CAR",0,0.962,0,0,0,0,0,0
"TE","Eric Wallace",2500,"CAR@SF 04:25PM ET",0,"CAR","SF",0,0,0,0,0,0,0,0
"TE","Ed Dickson",2500,"CAR@SF 04:25PM ET",1.838,"CAR","SF",1.25,1.838,0,0,0,0,0,0
"TE","Scott Simonson",2500,"CAR@SF 04:25PM ET",0,"CAR","SF",0,0,0,0,0,0,0,0
"TE","Chris Manhertz",2500,"CAR@SF 04:25PM ET",0.286,"CAR","SF",0,0.286,0,0,0,0,0,0
"TE","Bryce Williams",2500,"CAR@SF 04:25PM ET",0,"CAR","SF",0,0,0,0,0,0,0,0
"TE","Rico Gathers",2500,"NYG@DAL 08:30PM ET",0,"DAL","NYG",0,0,0,0,0,0,0,0
"TE","Connor Hamlett",2500,"NYG@DAL 08:30PM ET",2.9,"DAL","NYG",0,2.9,0,0,0,0,0,0
"TE","Blake Jarwin",2500,"NYG@DAL 08:30PM ET",0,"DAL","NYG",0,0,0,0,0,0,0,0
"TE","Geoff Swaim",2500,"NYG@DAL 08:30PM ET",1.433,"DAL","NYG",1.4,1.433,0,0,0,0,0,0
"TE","James Hanna",2500,"NYG@DAL 08:30PM ET",0,"DAL","NYG",0,0,0,0,0,0,0,0
"TE","Rhett Ellison",2500,"NYG@DAL 08:30PM ET",1.387,"NYG","DAL",0,1.387,0,0,0,0,0,0
"TE","Matt LaCosse",2500,"NYG@DAL 08:30PM ET",0,"NYG","DAL",0,0,0,0,0,0,0,0
"TE","Jerell Adams",2500,"NYG@DAL 08:30PM ET",2.631,"NYG","DAL",0,2.631,0,0,0,0,0,0
"TE","Colin Thompson",2500,"NYG@DAL 08:30PM ET",0,"NYG","DAL",0,0,0,0,0,0,0,0
